Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
40559015064,⚡Quạt cầm tay⚡5 cấp độ có thể điều chỉnh siêu năng lượng gió quạt tích điện mini Ba màu quạt mini,"85,4k",7k+,ictp8wu1nr,11%,₫9.392,https://shopee.vn/product/1587449156/40559015064,https://s.shopee.vn/9UxYAWFpPh
28381876918,"[Quạt 50 Giờ Liên Tục] Quạt tích điện để bàn, kẹp bàn, kẹp xe đẩy, quạt mini F06 22000mAh 50 giờ liên tục, Có đèn","239,0k",100k+,Thiên Đường Điện Tử HN,6%,₫14.340,https://shopee.vn/product/272296363/28381876918,https://s.shopee.vn/9fGyMpFC4k
15198825285,"Quạt năng lượng mặt trời NHẬT PHONG SOLAR có điều khiển từ xa,Sạc Điện Thoại,Củ sạc 220V, tấm pin năng lượng,BH 1 năm","1,5tr",1k+,Nhật phong Solar,13%,₫188.500,https://shopee.vn/product/615693668/15198825285,https://s.shopee.vn/9paOZ8EYjn
41409911288,"Thùng 40 gói giấy ăn rút Topgia đa sắc cao cấp 240 tờ 4 lớp, dập vân 4D mềm mại và thấm hút hiệu quả","59,0k",757,Na bán giấy,14%,₫8.260,https://shopee.vn/product/55976120/41409911288,https://s.shopee.vn/60Ng05T9W4
27005539693,"Bộ sạc dự phòng mini GOOJODOQ Bộ sạc nhanh 22,5w Màn hình nguồn LED 20000mAh có chế độ đèn pin","429,0k",30k+,GoojodoqMall.VN,14%,₫60.060,https://shopee.vn/product/958778013/27005539693,https://s.shopee.vn/6Ah6COSWB7
8675360402,"COMBO TIẾT KIỆM (1kg-3kg) Yến Mạch Cán Dẹt 0.9mm DK Harvest -Nhập Khẩu Úc | Ngũ Cốc Dinh Dưỡng, eatclean","59,0k",300k+,DK HARVEST OFFICIAL STORE,14%,₫8.260,https://shopee.vn/product/273650958/8675360402,https://s.shopee.vn/6L0WOhRsqA
25720798130,"Quạt Mini Tích Điện Để Bàn YAMAZAKi 4500mAh Sử Dụng 12 Tiếng, Túp Năng Quay Tự Động Giảm Tiếng Ồn","330,0k",1k+,YAMAZAKi Home Store,14%,₫46.200,https://shopee.vn/product/1016241493/25720798130,https://s.shopee.vn/6VJwb0RFVD
41873330172,"[MỚI] Thùng 15 bịch giấy sương mai TopGia 460 tờ bản to 4 lớp mềm mịn, siêu dai, thấm hút tốt","111,0k",3k+,TopGia HCM Store,14%,₫15.540,https://shopee.vn/product/1016604648/41873330172,https://s.shopee.vn/5L7zCrVgs0
29453106730,( Loại 1)  Quạt tích điện kẹp bàn mini để bàn 5 mức độ có đèn led pin 5000 MHA Và 10000 MHA cao cấp,"79,0k",100k+,Quỳnh Kool Mart,6%,₫4.740,https://shopee.vn/product/500024302/29453106730,https://s.shopee.vn/5VRPPAV3X3
40810823363,"Máy Massage 16 Đầu Rung - VTT Súng Massage Cầm Tay, Pin 6H, 30 Cấp Độ Mạnh Mẽ Giảm Cơ, Lưng / Chân / Cổ","799,0k",2k+, VTT Personal Care Shop,14%,₫111.860,https://shopee.vn/product/1567488156/40810823363,https://s.shopee.vn/5fkpbTUQC6
40076905587,"Quạt Tích Điện Lồng Sắt Makita, Đế Pin 21V - 2 Mức Gió, Sử Dụng 12-18 Tiếng, Kích Thước 8 Inch","269,0k",10k+,Gấu Home76,6%,₫16.140,https://shopee.vn/product/1624327499/40076905587,https://s.shopee.vn/5q4FnmTmr9
40652325576,"Nước Giặt TOPGIA Hương Lavender, Hoa Hồng Dịu Nhẹ An Toàn Cho Da Lưu Hương 72H Tẩy Sạch Vết Bẩn","189,0k",10k+,TopGia HN,13%,₫24.570,https://shopee.vn/product/502146001/40652325576,https://s.shopee.vn/7Kt3aXO4oS
49904540517,"Aecooly Chic 02 Quạt để bàn Quạt cầm tay mini Quạt để bàn USB led mini Quạt di động mini, đủ nhỏ để giữ quạt để bàn USB, 4 tốc độ có thể sạc lại yên tĩnh [Thời gian làm mát tối đa 11H], 180° Chạy bằng pin có thể điều chỉnh","249,0k",160,Aecooly.vn,14%,₫34.860,https://shopee.vn/product/1618729021/49904540517,https://s.shopee.vn/7VCTmqNRTV
27250911756,Bộ đồ nữ quần đùi áo cộc mặc nhà rẻ đẹp mùa hè set bộ quần áo nữ 3 SIZE 45-75KG bigsize chất thun cotton miumiu,"69,4k",30k+,Xưởng may thời trang_90,9%,₫6.248,https://shopee.vn/product/997583528/27250911756,https://s.shopee.vn/7fVtz9Mo8Y
28065003943,🛡️Makita Tích Điện 2 Cấp Độ Gió Siêu Mát ZDS Quạt Tĩch Điện Pin 5-15 Cell Dùng Liên Tục 2H-6H,"139,9k",8k+,Umail Store,9%,₫12.591,https://shopee.vn/product/1251004021/28065003943,https://s.shopee.vn/7ppKBSMAnb
41214110381,"Nước Xả Comfor Can Lớn 3.800ml, Nước Xả Siêu Thơm . Nước Xả Siêu Tiết Kiệm .","143,1k",5k+,MAIKHANHVINA2,34%,₫48.654,https://shopee.vn/product/1469685165/41214110381,https://s.shopee.vn/6fdMnJQcAO
56253879761,UCLOUDSOME LED hiển thị kỹ thuật số Quạt cầm tay tốc độ cao Gió mạnh mẽ 100 cấp Điều khiển tốc độ vô cấp Quạt cầm tay ngoài trời lâu trôi dành cho học sinh,"289,0k",7k+,ucloudsome.vn,14%,₫40.460,https://shopee.vn/product/1693014992/56253879761,https://s.shopee.vn/6pwmzcPypR
3364494162,"Cốc giữ nhiệt 510ml Fan House ly coffee holic inox 304, bình giữ nhiệt 12h khắc tên, Ly giữ nhiệt","136,0k",100k+,FanHouse - Bình Nước Cao Cấp,6%,₫8.160,https://shopee.vn/product/149778584/3364494162,https://s.shopee.vn/70GDBvPLUU
17485628568,QUẠT ĐIỆN QUISTA 220V KẸP XOAY 180 ĐỘ SIÊU MÁT 20W CAO 35CM BẢO HÀNH 12 THÁNG,"189,0k",7k+,Trung Nghia Lighting,14%,₫26.460,https://shopee.vn/product/44081203/17485628568,https://s.shopee.vn/7AZdOEOi9X
41361984790,"[Deal Độc Quyền] Giấy ăn rút Topgia đa sắc cao cấp 240 tờ 4 lớp, dập vân 4D, mềm mịn, thấm hút tốt","119,0k",10k+,TopGia HCM Store,12%,₫14.280,https://shopee.vn/product/1016604648/41361984790,https://s.shopee.vn/3LMupBdIvo
25373647615,Quạt Kẹp Bàn Kumo Quat Cầm Tay Du Lịch 4 Mức Điều Chỉnh Gió,"199,0k",879,Kumo Official,6%,₫11.940,https://shopee.vn/product/979413359/25373647615,https://s.shopee.vn/3VgL1Ucfar
25830317975,"Áo Chống Nắng Nữ Dáng Ngắn Vải Lụa Băng Mềm Mát,Chống Tia UV,Thấm Hút Mồ Hôi","79,0k",10k+,Nutriboost93,12%,₫9.480,https://shopee.vn/product/99939683/25830317975,https://s.shopee.vn/3fzlDnc2Fu
23542547623,"Quạt Sạc Tích điện COMET Pin lithium, Đa Năng Để Bàn, Cầm Tay, Bảo Hành 12 Tháng - 1 Đổi 1 6 Tháng","105,0k",699,Comet Electric,8%,₫8.400,https://shopee.vn/product/96935053/23542547623,https://s.shopee.vn/3qJBQ6bOux
40161852994,Nước xả vải siêu đậm đặc Hygiene Expert Care chuẩn Thái Lan lưu hương lâu,"140,0k",4k+,ECO CLEAN STORE,24%,₫33.600,https://shopee.vn/product/1601387344/40161852994,https://s.shopee.vn/2g7E1xfqHk
50802053979,💙2026 Quạt cầm tay Mini💙Màn LED 4000mAh Sạc Nhanh Quạt tích điện gió mạnh tốc độ cao Quạt tích điện,"160,0k",10k+,Gia Điện Ngọn Gió Xanh,11%,₫17.600,https://shopee.vn/product/1670769115/50802053979,https://s.shopee.vn/2qQeEGfCwn
25425730105,Bình Giữ Nhiệt Nắp Kim Cương Inox 304 chân không 2 Lớp,"75,0k",10k+,GiaDungSo1VN.,7%,₫5.250,https://shopee.vn/product/299078336/25425730105,https://s.shopee.vn/30k4QZeZbq
24287900185,"✨Quạt Tĩch Điện Pin 5 Cell Dùng Liên Tục 2-8H, Quạt Pin Makita Tích Điện 2 Cấp Độ Gió Siêu Mát ZDS","95,5k",659,Best One.Shop,12%,₫11.458,https://shopee.vn/product/1222613336/24287900185,https://s.shopee.vn/3B3UcsdwGt
